areaCode,areaName,areaType,date,cumPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate
N92000002,Northern Ireland,nation,2021-02-12,387771,28937
N92000002,Northern Ireland,nation,2021-02-11,373414,28552
N92000002,Northern Ireland,nation,2021-02-10,353757,28137
N92000002,Northern Ireland,nation,2021-02-09,333658,27772
N92000002,Northern Ireland,nation,2021-02-08,317606,27589
N92000002,Northern Ireland,nation,2021-02-07,303478,27463
N92000002,Northern Ireland,nation,2021-02-06,295915,27207
N92000002,Northern Ireland,nation,2021-02-05,289889,26531
N92000002,Northern Ireland,nation,2021-02-04,275232,26047
N92000002,Northern Ireland,nation,2021-02-03,263735,25539
N92000002,Northern Ireland,nation,2021-02-02,246671,25155
N92000002,Northern Ireland,nation,2021-02-01,233429,24882
N92000002,Northern Ireland,nation,2021-01-31,221809,24612
N92000002,Northern Ireland,nation,2021-01-30,214601,24323
N92000002,Northern Ireland,nation,2021-01-29,204065,24146
N92000002,Northern Ireland,nation,2021-01-28,196131,24070
N92000002,Northern Ireland,nation,2021-01-27,175284,23927
N92000002,Northern Ireland,nation,2021-01-26,168140,22910
N92000002,Northern Ireland,nation,2021-01-25,163317,22795
N92000002,Northern Ireland,nation,2021-01-24,159642,22713
N92000002,Northern Ireland,nation,2021-01-23,155644,22687
N92000002,Northern Ireland,nation,2021-01-22,154366,22660
N92000002,Northern Ireland,nation,2021-01-21,151039,22510
N92000002,Northern Ireland,nation,2021-01-20,144212,22326
N92000002,Northern Ireland,nation,2021-01-19,138436,21960
N92000002,Northern Ireland,nation,2021-01-18,132857,21579
N92000002,Northern Ireland,nation,2021-01-17,125717,21016
N92000002,Northern Ireland,nation,2021-01-16,120387,20174
N92000002,Northern Ireland,nation,2021-01-15,117906,19474
N92000002,Northern Ireland,nation,2021-01-14,114567,19264
N92000002,Northern Ireland,nation,2021-01-13,102701,19010
N92000002,Northern Ireland,nation,2021-01-12,91417,17840
N92000002,Northern Ireland,nation,2021-01-11,84187,15288
N92000002,Northern Ireland,nation,2021-01-10,78005,13949
S92000003,Scotland,nation,2021-10-26,4311339,3899153
S92000003,Scotland,nation,2021-10-25,4309932,3897133
S92000003,Scotland,nation,2021-10-24,4308371,3895239
S92000003,Scotland,nation,2021-10-23,4305582,3892224
S92000003,Scotland,nation,2021-10-22,4302382,3890477
S92000003,Scotland,nation,2021-10-21,4299649,3888408
S92000003,Scotland,nation,2021-10-20,4297028,3886176
S92000003,Scotland,nation,2021-10-19,4294116,3883886
S92000003,Scotland,nation,2021-10-18,4291650,3881744
S92000003,Scotland,nation,2021-10-17,4289119,3879942
S92000003,Scotland,nation,2021-10-16,4286044,3877849
S92000003,Scotland,nation,2021-10-15,4282132,3875966
S92000003,Scotland,nation,2021-10-14,4278937,3873790
S92000003,Scotland,nation,2021-10-13,4275208,3871406
S92000003,Scotland,nation,2021-10-12,4270126,3868656
S92000003,Scotland,nation,2021-10-11,4265755,3866372
S92000003,Scotland,nation,2021-10-10,4261124,3864670
S92000003,Scotland,nation,2021-10-09,4253765,3861899
S92000003,Scotland,nation,2021-10-08,4246101,3859839
S92000003,Scotland,nation,2021-10-07,4240984,3857442
S92000003,Scotland,nation,2021-10-06,4235075,3854847
S92000003,Scotland,nation,2021-10-05,4229178,3852067
S92000003,Scotland,nation,2021-10-04,4223719,3849656
S92000003,Scotland,nation,2021-10-03,4217940,3847118
S92000003,Scotland,nation,2021-10-02,4208546,3845180
S92000003,Scotland,nation,2021-10-01,4199724,3843000
S92000003,Scotland,nation,2021-09-30,4194212,3840251
S92000003,Scotland,nation,2021-09-29,4189701,3837689
S92000003,Scotland,nation,2021-09-28,4186743,3835013
S92000003,Scotland,nation,2021-09-27,4184574,3832498
S92000003,Scotland,nation,2021-09-26,4181617,3829881
S92000003,Scotland,nation,2021-09-25,4176832,3827110
S92000003,Scotland,nation,2021-09-24,4172573,3824074
S92000003,Scotland,nation,2021-09-23,4168278,3820182
S92000003,Scotland,nation,2021-09-22,4166056,3818428
S92000003,Scotland,nation,2021-09-21,4163235,3815907
S92000003,Scotland,nation,2021-09-20,4160835,3813547
S92000003,Scotland,nation,2021-09-19,4157613,3810775
S92000003,Scotland,nation,2021-09-18,4155048,3806980
S92000003,Scotland,nation,2021-09-17,4151735,3802183
S92000003,Scotland,nation,2021-09-16,4150157,3798938
S92000003,Scotland,nation,2021-09-15,4148734,3795897
S92000003,Scotland,nation,2021-09-14,4146847,3791597
S92000003,Scotland,nation,2021-09-13,4144904,3788551
S92000003,Scotland,nation,2021-09-12,4142783,3785214
S92000003,Scotland,nation,2021-09-11,4140616,3777461
S92000003,Scotland,nation,2021-09-10,4137710,3769320
S92000003,Scotland,nation,2021-09-09,4135329,3762367
S92000003,Scotland,nation,2021-09-08,4133606,3757337
S92000003,Scotland,nation,2021-09-07,4130841,3749767
S92000003,Scotland,nation,2021-09-06,4128998,3742826
